bank,file_start,file_end,cpu_start,cpu_end,classification,status,confidence,source_sha256,notes
0x4e,0x138000,0x13bfff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=2654e7aea51348ab71814cf36176643b5e4ec9111b988217e8f5b16820ae6d37; entropy=7.016897; unique_bytes=256; zero_bytes=821; ff_bytes=878
0x4f,0x13c000,0x13ffff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=9717b952edf25f5bfa08dcd5cb29190acc9493c65926d35013dbbd3c6fe415ce; entropy=6.937967; unique_bytes=256; zero_bytes=806; ff_bytes=950
0x50,0x140000,0x143fff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=d3c12d8db4ab2c4547f9aa3e8352c376cd3bc5cdc5475acfd9bf9c137be400e1; entropy=7.047269; unique_bytes=256; zero_bytes=842; ff_bytes=746
0x51,0x144000,0x147fff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=3699068cef18b5cab68d6ed93819a8c6a92c7bc154018f8c42a8778625365424; entropy=7.083321; unique_bytes=256; zero_bytes=707; ff_bytes=810
0x52,0x148000,0x14bfff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=168b68a7f0e2607f2929a89aa455d090c3b2464cda3c2dca8372e0f8b97b95d6; entropy=6.969859; unique_bytes=256; zero_bytes=804; ff_bytes=922
0x53,0x14c000,0x14ffff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=f6f3c423c3eac9bbf042378fd0b630e03296ad5313ee19ab26818957e9a1363f; entropy=6.916003; unique_bytes=256; zero_bytes=900; ff_bytes=1017
0x54,0x150000,0x153fff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=200d8d074888c0851a4cb230203b6c028be9c22362f58ca1f4b3a5af9842a6d6; entropy=6.960103; unique_bytes=256; zero_bytes=852; ff_bytes=1016
0x55,0x154000,0x157fff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=7a89106b74b43ed69814e28003b7376cef5a409066e2238a8483d2630881b412; entropy=6.908943; unique_bytes=256; zero_bytes=893; ff_bytes=875
0x56,0x158000,0x15bfff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4436372f0c5d2e06078e32ae767ba45cc56aae2e7cb257f73ac47635a1eb3f88; entropy=6.917286; unique_bytes=256; zero_bytes=855; ff_bytes=1018
0x57,0x15c000,0x15ffff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=e720909e44b740371c50e5859247f3d7a574dfe29b180c991d5c91ecbd167af0; entropy=6.915085; unique_bytes=256; zero_bytes=910; ff_bytes=978
0x58,0x160000,0x163fff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=2c8d6173079a0c1e43866a502d76f11ee31453b224d243bc3c92a3dca7e5db55; entropy=6.773669; unique_bytes=256; zero_bytes=1035; ff_bytes=985
0x59,0x164000,0x167fff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=134b2e8ff0d6e9323971730c544da953e6043e2c3d4838d414b68cbde7b8d1f1; entropy=5.206495; unique_bytes=256; zero_bytes=6188; ff_bytes=689
0x5a,0x168000,0x16bfff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=134b2e8ff0d6e9323971730c544da953e6043e2c3d4838d414b68cbde7b8d1f1; entropy=5.206495; unique_bytes=256; zero_bytes=6188; ff_bytes=689
0x5b,0x16c000,0x16ffff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=69ed9d28b81054645c3a34f01559b7c57c94a83f687eec02d8259189438e59b6; entropy=2.638071; unique_bytes=246; zero_bytes=12073; ff_bytes=305
0x5c,0x170000,0x173fff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=0cd9ab34970fa97fb565d02b110301dad9c2d1ba1b00a884f5fe3a959c38d86a; entropy=6.190561; unique_bytes=255; zero_bytes=3656; ff_bytes=766
0x5d,0x174000,0x177fff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=d06255c923184aa0faf39f94a95fe68713205becff15dc7b76d29d7b336dea86; entropy=6.132244; unique_bytes=169; zero_bytes=1026; ff_bytes=0
0x5e,0x178000,0x17bfff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=f42762d8194c5aee0cb08020b86fce19f87f389cbc62b4864382f89def6d9697; entropy=5.654397; unique_bytes=256; zero_bytes=4805; ff_bytes=989
0x5f,0x17c000,0x17ffff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=c589d7a556c91f90a8c290bebff0fe18c0979a13c9e7cadbc176a6ccf78b53a2; entropy=6.525932; unique_bytes=256; zero_bytes=2350; ff_bytes=915
0x60,0x180000,0x183fff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x61,0x184000,0x187fff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x62,0x188000,0x18bfff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x63,0x18c000,0x18ffff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x64,0x190000,0x193fff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x65,0x194000,0x197fff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x66,0x198000,0x19bfff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x67,0x19c000,0x19ffff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x68,0x1a0000,0x1a3fff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x69,0x1a4000,0x1a7fff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x6a,0x1a8000,0x1abfff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x6b,0x1ac000,0x1affff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x6c,0x1b0000,0x1b3fff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x6d,0x1b4000,0x1b7fff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x6e,0x1b8000,0x1bbfff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x6f,0x1bc000,0x1bffff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x70,0x1c0000,0x1c3fff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x71,0x1c4000,0x1c7fff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x72,0x1c8000,0x1cbfff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x73,0x1cc000,0x1cffff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x74,0x1d0000,0x1d3fff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x75,0x1d4000,0x1d7fff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x76,0x1d8000,0x1dbfff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x77,0x1dc000,0x1dffff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x78,0x1e0000,0x1e3fff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x79,0x1e4000,0x1e7fff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x7a,0x1e8000,0x1ebfff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x7b,0x1ec000,0x1effff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x7c,0x1f0000,0x1f3fff,0x4000,0x7fff,padding,fingerprinted,high,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe; entropy=-0.0; unique_bytes=1; zero_bytes=16384; ff_bytes=0
0x7d,0x1f4000,0x1f7fff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=3ce7e188a5ca5cd99206823741594ed7ca13c92714562d5b77793d8bb4f1866f; entropy=4.190132; unique_bytes=243; zero_bytes=8408; ff_bytes=350
0x7e,0x1f8000,0x1fbfff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=1e1d036a92e916492353eb6ad0f985d73f977e1b392b11b8853ade3dc33d4c42; entropy=0.908562; unique_bytes=169; zero_bytes=15079; ff_bytes=58
0x7f,0x1fc000,0x1fffff,0x4000,0x7fff,unclassified,fingerprinted,low,136ada06cb68656b7de475fa4b278d37dbeff8f5257e7dfdf7f4a4aec19a90f3,bank_sha256=6907e85cbcbe208c2266ba3092027173c53b142d81604cc2795d2d3e2c37f508; entropy=0.402257; unique_bytes=187; zero_bytes=15865; ff_bytes=2
